|vacancy|is_trainee|is_junior|is_middle|is_senior|is_lead|conditions
60|Senior Accountant|0|0|0|1|0|[]
61|Senior Business Analyst|0|0|0|1|0|[]
62|Solution Architect|0|0|0|0|0|['Работу в интересных проектах с использованием передовых технологий', 'Социальный пакет, включающий расширенную медицинскую страховку, дмс, ммс', 'Программы обучения и развития для сотрудников: тренинги, изучение английского языка', 'Прекрасная возможность влиться в новую команду, показать свои навыки и приобрести новые', 'Возможность оформления статуса высококвалифицированного специалиста (вкс) для иностранных граждан.', 'Возможность профессионального и карьерного роста, участие в конференциях, прохождение сертификаций', 'Насыщенная корпоративная жизнь: тимбилдинги, спортивные мероприятия (футбол, волейбол, йога в офисе)', 'Офис в 7 минутах от ст. метро пл. александра невского (бц благодарм вас за интерес к нашей компании и вакансиям!', 'Полностью официальные выплаты дополнительное вознаграждение за результат (годовые бонусы) дмс со стоматологией обучение, повышение квалификации, сертификация команду единомышленников, увлеченных своим делом уютный, эргономичный и офис в бц авилон плаза корпоративную спортивную лигу, поддерживающую здоровый образ жизни', 'Высокая конкурентная оплата труда + высокий годовой бонус по результатам работы возможность посещения всероссийских и международных it-конференций курсы повышения квалификации несколько раз в год возможность изучать английский язык на территории компании возможность организации гибкого графика работы дмс для сотрудников и скидки на медицинскую страховку для родственников офис в бизнес центре “даниловский форт”. шаговая доступность от мцк верхние котлы, станции метро тульская. корпоративный транспорт от станции метро нагатинская']
63|Team Lead|0|0|0|0|1|['Отличная возможность получить уникальный опыт', 'Предусмотрены дополнительные выплаты (премии)', 'Рабочий день с 9-00 до 18-00, понедельник–пятница', 'Участие профессиональных семинарах, it – конференциях', 'Офис располагается в пешей доступности от м. балтийская', 'Две кухни, где всегда есть чай/кофе, сладости и печеньки', 'Место работы: г. мытищи, олимпийский проспект, бц формат', 'Заработная плата обсуждается с успешным кандидатом на собеседовании', 'Доход полностью белый: оклад + премия (обсуждается на собеседовании).', 'График работы 5/2 с 9.00 до 18.00, возможна частично-удалённая работа', 'Интересные проекты и бесценный опыт работы в одной из лучших it-компаний', 'Интересные и сложные задачи в работе в большими и очень большими данными', 'Активная жизнь внутри компании — тренинги, совместные праздники и выезды.', 'Здоровье — свежевыжатые соки, фрукты, массажные кресла, душевые в офисе, дмс.', 'Увлекательные проекты и возможность стать лучшим в своем деле график работы: полный день', 'Активное профессиональное развитие, возможность поработать с последними веяниями в разработке', 'Условия оформление согласно тк рф соц пакет (дмс, оплата мобильной связи) достойная оплата труда', 'Работа в интересных общественно-полезных проектах. ваш опыт важен, и мы готовы за него заплатить.', 'Пятидневка, офис в центре москвы, с 9-00 до 18-00 или 10-00 до 19-00/по мск/, оперативная связь через slack', 'Работа в динамично развивающейся компании над очень интересным проектом оформление по тк рф новый офис в москве молодой дружный коллектив', 'Условия — конкурентная заработная плата, гибкий график работы, комфортный офис рядом с метро свиблово (1 минута от метро — бц «снежная »), возможность подземной парковки', 'Режим работы: 5/2 с 9:00 до 18:00 (обсуждается) уютный офис м.беговая (корпоративный транспорт 7 мин) оклад 200,000 – 250,000 (обсуждается индивидуально) молодой и дружный коллектив', 'Официальное трудоустройство и полностью белая заработная плата возможность использовать любые полезные современные технологии возможность удаленной работы возможность обучения за счет компании', 'Пятидневная рабочая неделя удаленная работа, обязательное время присутствия с 10:00 до 16:00 работа в распределенном, но дружном коллективе оформление по тк рф или по договору гпх (ип, самозанятость)', 'Оформление по тк, дмс, обучение, масштабный долгосрочный проект крупной финансовой компании, интересная территориально распределенная команда, возможность личного и карьерного роста (в т.ч. релокации внутри команды)']
64|Technical Writer|0|0|0|0|0|['Удаленная работа', 'Стабильный доход', 'Настольный теннис', 'Офис: москва-сити', 'Вакансия в алматы', 'Интересные задачи', 'Дружный коллектив', 'Возможно обучение', 'График работы 5/2', 'Полный соц. пакет', 'Молодой коллектив', 'Обед с 13.00-13.30', 'Интересные задачи.', 'Офис м. варшавская', 'Достойную зарплату', 'Дмс + стоматология', 'Чай, кофе в офисе.', 'Место работы: офис', 'Дружный коллектив.', 'Дотация на питание', 'Интересные проекты', 'Чай, кофе, печенье', 'График работы: 5\\2', 'График работы 5/2.', 'Офис ст.м. динамо.']
65|UI/UX дизайнер|0|0|0|0|0|['Бариста в офисе', 'Оплата отпусков', 'Оформление по тк', 'М. марьина роща.', 'Толковую команду', 'Дмс сотрудникам.', 'Полный соц.пакет', 'Проектная работа', 'Удаленная работа', 'Отличная команда', 'Стабильный доход', 'Кофе в кофемашине', 'Новый уютный офис', 'Работаем на маках', 'Чай, кофе, фрукты', 'Бесплатные обеды.', 'Дружный коллектив', 'График работы 5/2', 'Самостоятельность', 'Бонусы договорные', 'Молодой коллектив', 'Массажный кабинет.', 'Ежемесячные премии', 'График работы 5/2.', 'Бесплатное питание']
66|Unity разработчик|0|0|0|0|0|['Отличный опыт в портфолио.', 'Печеньки, фрукты и напитки', 'Дружный и веселый коллектив', 'Официальное трудоустройство', 'Заработная плата договорная', 'Возможность работать удаленно', 'Творческий, молодой коллектив', 'Идеальное рабочее пространство', 'Работа в международной компании', 'Наш сайт: https://appscreat.ru/', 'Ежемесячные командные активности', 'Оклад обсуждается индивидуально.', 'Офис в 10 минутах ходьбы от метро', 'Опытная и дружная молодая команда', 'Оформление в соответствии с тк рф', 'Оплачиваемый отпуск 28 дней в год', 'Полностью оплачиваемый больничный', 'График для тех, кто любит поспать', 'Вкусный кофе, чай, какао, печеньки', 'Работа в уютном офисе или удаленно', 'Хорошо оборудованное рабочее место', 'Впечатляющая динамика роста команды', 'Компенсация курсов английского языка', 'Корпоративные активности и праздники', 'Оформление согласно тк рк график 5/2']
67|Web-программист|0|0|0|0|0|['Соцпакет', 'Чай/кофе', 'Обучение', 'Удаленка', 'Соц пакет', 'Знания js', 'Фулл-тайм', 'Обучение.', 'Печеньки.', 'Мощный пк', 'Соцпакет.', 'Полис дмс', 'График 5\\2', 'Пятидневка', '-чай, кофе', 'Javascript', 'График 5/2', 'Работа 5/2', 'Чай, кофе.', 'Подработка', 'Цорт бухта', 'Пятидневка.', 'График: 5/2', 'Уютный офис', 'Рабочий mac']
68|Web-программист|1|0|0|0|0|['Практическое обучение на рабочем месте', 'Обед (время выбирается самостоятельно)', 'Своевременная выплата заработной платы', 'Частично в офисе, частично на удаленке', 'Работа в офисе с 9 до 18 5 дней в неделю', 'Работу в дружной компании профессионалов', 'Без оплаты на период стажировки (3 месяца)', 'Оформление по тк рф, заработная плата белая', 'Работа в офисе по адресу революционная, дом 125', 'Условия стажировки обсуждаются на собеседовании', 'Возможность профессионального и карьерного роста', 'Возможности профессионального и карьерного роста', 'Постоянное личностное и профессиональное развитие', 'График работы с 9.00 до 18.00 или с 10.00 до 19.00', 'Полный рабочий день дружная молодая команда обучение', 'Заработная выплачивается своевременно(2 раза в месяц)', 'Офис: м. кожуховская, в шаговой доступности от метро.', 'Офис находится в центре города, режим работы 9-18 час.', 'Офис в москва сити, пресненская наб. . башня империя .', 'Без оплаты на период ознакомительной практики (1 месяц)', 'Отсутствие жесткой субординации и дресс-кода внутри компании', 'Комфортное рабочее место и работу на современном оборудовании', 'График работы 5/2: 9:00-18:00 (суббота, воскресенье выходные)', 'Интересная работа в быстрорастущей компании и молодом коллективе', 'Заработная плата от 10 000 до 25 000 р. (оклад + премия) на руки']
69|Администратор 1C|0|0|0|0|0|['График 5/2, с 08:00 до 17:00', 'Время работы с 9.00 до 18.00', 'Рабочее время: 09.00 — 17.30', 'Стабильная зп, карьерный рост', 'Оклад 120 000 + годовая премия', 'Конкурирующая заработная плата', 'Скидки на продаваемую продукцию', 'Оформление в соответствии с тк рф', 'Бесплатная корпоративная столовая', 'График работы 5/2 с 9:30 до 18:30', 'График работы 5\\2, с 8-17 или 9-18.', 'График работы с 9-00 по 18-00 часов.', 'С 08.30 до 17.30 оформление по тк рф', 'Официальное трудоустройство по тк рф', 'Оформление в соответствии с тк рф, дмс', 'Официальное трудоустройство график 5/2', 'Возможность развития и карьерного роста', 'Пяти дневная рабочая неделя с 8 до 17-00', '-амбициозный интересный молодой коллектив.', 'Бесплатное обучение от опытных наставников', '— местонахождение компании: столичное шоссе.', 'Социальный пакет стабильная заработная плата', 'График: 5/2, с 9:00 до 18:00, пятница до 16.45', 'Льготные путевки на санаторнокурортное лечение', 'Место работы г. москва ст.м. технопарк (2 мин.)']
70|Администратор компьютерного клуба|0|0|0|0|0|['Место работы: метро профсоюзная 1 000 руб за смену (смена 8 часов) график работы: посменно', 'График работы сменный с 10 до 22, с 22 до 10. частичная занятость, полный день, гибкий график', 'Достойная заработная плата (почасовая оплата) официальное трудоустройство в соответствии с тк рф', 'Ночные и дневные смены по 12 часов с 10 до 10 обсуждаемый график при отклике необходимо оставить ссылку на соц. сеть', 'Официальное трудоустройство график два через два, работа по 12 часов. заряженое железо, админский пк, хорошие условия работы.', 'График работы: дневной 6/1 с 09:00 до 20:00 достойная и своевременная оплата труда карьерный рост молодежный коллектив обучение', '· график работы 2\\2 с 10.00 до 22.00 либо с 22.00 до 10.00 · з/п – 1500 р. смена. · ст. м. ладожская · молодой сплоченный коллектив', 'График сменный, ночные смены и дневные смены. выплаты заработной платы два раза в месяц. присылайте резюме. ставка за выход на смену', 'Своевременная заработная плата дополнительные бонусы и премии приятный коллектив плавающий график работы работа в новом теплом помещении', 'Рядом с м.площадь восстания сутки через двое/ сутки через сутки заработная плата процент от выручки (в среднем 2800-3500р в сутки) испытательный срок 2 недели', '· график работы 2\\2 с 10.00 до 22.00 либо с 22.00 до 10.00 · з/п – 1000 р. смена. + процент от продаж. · в центре города (центральный район). · молодой сплоченный коллектив', 'Рабочий график 5/2 с 10:00 до 22:00 выходные плавающие дружный коллектив, корпоративы , бонусы и премии. официальное оформление по трудовому договору заработная плата в размере до 45 000р', 'График работы: 2 через 2 (смена 12 часов, день/ночь) собеседование обязательно. присутствует система премирования. более подробную информацию о клубе можно найти в сети. было бы желание :)', 'Рядом с м.маяковская, или м.новослободская или третьяковская сутки через двое/ сутки через сутки заработная плата процент от выручки (в среднем 2500-3500р в сутки) испытательный срок 2 недели', 'Рядом с м.маяковская, или м.новослободская или м.третьяковская сутки через двое/ сутки через сутки заработная плата процент от выручки (в среднем 2500-3500р в сутки) испытательный срок 2 недели', 'Рядом с м.маяковская, или м.новослободская или м.третьяковская график работы 12 часов(дневные и ночные смены) заработная плата процент от выручки (в среднем 1500-2200р за смену) испытательный срок 2 недели', 'Заработная плата 1500 р. за смену ст. м. жулебино молодой дружный коллектив. резюме с фотографией просматриваются в первую очередь. при отклике, просьба, оставлять ссылку на свой открытый профиль в соц.сети.', 'Рядом с м.маяковская, или м.новослободская или м.третьяковская сутки через двое/ сутки через сутки , 12 часовые смены заработная плата процент от выручки (в среднем 2500-3500р в сутки) испытательный срок 2 недели', 'График работы сменный: 2/2 (смена 12 часов, день/ночь) или 1/3 ( суточный ) испытательный срок 1 месяц оплата: выход смена 12 часов: 500 рублей (на период испытательного срока) 700 рублей + kpi 3% от выручки (после испытательного срока)', 'Работа в лучшем компьютерном клубе санкт-петербурга график обговаривается индивидуально, смены по 12 часов дневные/ночные молодой и дружный коллектив лояльность на посещение нашего клуба и проектов-партнеров обучение и развитие возможность работать в сильнейшей команде выплаты без задержек', 'Интересная активная работа работа в сфере киберспорта молодой дружный коллектив график работы 1/2 (сутки/двое) совокупный доход 32000(и более) в сопроводительном письме напиши слово панда *отклики без сопроводительного письма и фото в резюме не рассматриваются всё подробности на собеседовании.', 'График работы сменный: 2/2 (смена 12 часов, день/ночь) или 1/3 ( суточный ) испытательный срок 1 месяц оплата: выход смена 12 часов: 500 рублей (на период испытательного срока) 800 рублей + kpi 3% от выручки (после испытательного срока) выход сутки: 1000 рублей (на период испытательного срока) 1600 рублей + kpi 3% от выручки (после испытательного срока)', 'График работы сменный 2/2 (день/ночь). оформление по тк рф. испытательный срок 1 месяц оплата от 25000 рублей в месяц + бонусы и премии по результатам работы. корпоративная униформа. чай, кофе, печенье за наш счет. место работы г. люберцы, ул. 8 марта. просьба присылать резюме с фото. если вы внимательно читали описание вакансии, в сообщении ответьте на вопрос: играете ли вы? если да, то какая ваша любимая игра?', 'Работа в лучшем компьютерном клубе воронежа график обговаривается индивидуально, смены по 12 часов дневные/ночные молодой и дружный коллектив лояльность на посещение нашего клуба и проектов-партнеров обучение и развитие заработная плата от 1200 р. за смену + бонусы резюме с фотографией просматриваются в первую очередь. при отклике, просьба, оставлять ссылку на свой открытый профиль в соц.сети (вконтакте или инстаграмм).', 'График работы: 1/3 (сутки через трое) оформление по тк в штат после испытательного срока (1-3 месяца в зависимости от результатов) возможность карьерного роста молодой, новый коллектив, в котором ты не будешь «новеньким» премия по результатам работы если ты: 1. фанат компьютерных игр, 2. всегда мечтал о вакансии в киберспорте 3. хочешь полностью окунутся в атмосферу своей мечты смело откликайся! вакансия актуальна пока размещена на сайте.']
71|Аналитик BI|0|0|0|0|0|['Расположение офиса м. проспект мира', 'Офис: м. павелецкая (7 минут пешком)', 'Официальное трудоустройство по тк рк', 'Оплачиваем курсы английского (50/50)', 'Комфортабельный офис с кофе-поинтами', 'Работа в крупной иностранной компании', 'Обучение по интересующим направлениям', 'Дружный молодой коллектив, кофе, чай.', 'Бесплатная корпоративная сотовая связь', 'Льготное приобретение фитнеса в компании', 'Квартальные премии по результатам работы', 'График работы 5/2 с 9 до 18 или с 10 до 19', 'Условия работы интересные масштабные проекты', 'Офис: м. павелецкая (7 минут пешком от метро)', 'Возможности профессионального и личного роста', 'Профессиональное развитие в сплоченной команде', 'Стабильная заработная плата + система мотивации', 'Рабочий день 9.00-18.00 или 10.00-19.00 по выбору', 'Дмс, льготные программы кредитования, страхования', 'Месторасположение офиса г. москва, бц москва-сити', 'Конкурентная заработная плата + квартальные премии', 'Стабильная заработная плата, система мотивации, дмс', 'Офис у м. черкизовская с бесплатными парковками рядом.', 'Офис расположен в шаговой доступности от м. войковская.', 'Офис находится в самом центре столицы – воздвиженка, 10']
72|Аналитик CRM|0|0|0|0|0|['Социальные гарантии (оформление по тк рф, оплачиваемые больничные, отпуска)', 'Драйв, динамика, возможность участвовать в интересных и масштабных проектах', 'Условия работы достойная заработная плата. оформление и соц. пакет по тк рф.', 'Дарить подарки своим детям гораздо чаще – мы предоставляем скидки на продукцию', 'Бесплатные тренировки по волейболу и баскетболу. хорошо отдохнутьотпуск 31 день.', 'Официальное оформление с первого рабочего дня, ежегодный отпуск 28 календарных дней', 'Льготное членство в фитнес-клубах, льготные системы кредитования у банков-партнеров', 'Возможности карьерного роста (практически все руководители выросли внутри компании)', 'Белая заработная плата, стабильная выплата 2 раза в месяц: оклад + квартальный бонус', 'Офис работы м.павелецкая / добрынинская (пешая доступность) график работы: пн-пт, 10-19', 'Корпоративная библиотека онлайн и оффлайн, функционирует книжный клуб, клуб наставников)', 'Работа в крупной компании, занимающей лидирующие позиции на российском рынке девелопмента', 'Современный офис рядом с м.волгоградский проспект/дубровка (шаговая доступность 5-7 минут)', 'Вовлечение сотрудников в принятие решений, поощрение инициатив, самостоятельность в работе', 'Возможность выбора начала и окончания рабочего дня с 9:00-18:00, с 8:00-17:00, с 10:00-19.00', 'Корпоративные подарки в том числе детям сотрудников, помощь от компании в сложные периоды жизни', 'База курсов дистанционного обучения по продажам, переговорам, личной эффективности, менеджменту и пр.', 'Мы располагаемся в современном офисе недалеко от станций метро сокольники и красносельская (7 мин. пешком)', 'Организовать ваш отдых – мы договорились о корпоративных скидках (кафе, турагентства, культурные мероприятия)', 'Широкие возможности для обучения, развития и профессионального роста (обучение продуктовым линейкам ведущих вендоров', 'Молодой дружный коллектив, демократичная культура, приятная рабочая атмосфера, интересные, веселые и творческие корпоративные праздники', 'Адрес: м. кунцевская, 5 минут от метро. график работы 5/2, с 09:00 до 18:00. официальное трудоустройство и соблюдение норм тк рф. белая заработная плата. дмс.', 'Очень достойная заработная плата оформление в соответствии с трудовым кодексом работа с современными технологиями профессиональная команда оплата обучения и сертификации расширенный социальный пакет', 'Соц.пакет согласно законодательству (оформление по тк, оплачиваемый больничный лист и отпуск) белая заработная плата дмс офис барвиха, от м. молодежная на корпоративном транспорте. рабочий день 11:00-20:00', 'Официальное оформление по тк рф. достойные условия труда на новом высокотехнологичном фармацевтическом производстве (индустриальный пр.). возможность профессионального роста и развития. пятидневный график работы с 10.00 до 18.30.']
73|Аналитик баз данных|0|0|0|0|0|['Возможность профессионального развития', 'Яркая и насыщенная корпоративная жизнь.', 'Официальное трудоустройство и доход по тк рф', 'Столовая, спортзал на территории предприятия', 'Своевременная заработная плата 2 раза в месяц', 'Стабильная работа в крупной федеральной компании', 'Возможность профессионального развития и обучения', 'Корпоративная программа обучения и ввода в должность', 'Условия оформления: срочный трудовой договор на 2 года', 'Возможности для профессионального и карьерного развития', 'График работы 5/2, с 9.00 до 18.00 или с 10.00 до 19.00', 'График с 9 до 18 по мск ( с 10 до 19 по местному времени)', 'Дмс, страхование от несчастных случаев и тяжелых заболеваний', 'Доставка к месту работы от ю-з рынка корпоративным транспортом', 'Место работы: офис в шаговой доступности от ст. м. китай-город', 'График работы: 5/2, с 09:00 до 18:00 (возможны переработки (!))', 'Комната отдыха, оборудованная для хранения, разогрева и приема пищи', 'Страхование жизни и карта лояльности через 3 месяца работы в компании', 'Выполнение задач в рамках направления деятельности минкомсвязь россии', 'Наставничество со стороны опытных коллег, которые уже добились успеха', 'Дружный коллектив, сильная корпоративная культура, фонд «взаимопомощи»', 'Работа в государственном учреждении – гарантия финансовой стабильности', 'Офис в центре москвы в паре минут от набережной, м. павелецкая (радиальная)', 'Материальная помощь и социальная поддержка, корпоративная пенсионная программа', 'Перспективы профессионального развития. ждем ваше резюме с указанием вакансии.']
74|Аналитик бизнес-процессов|0|0|0|0|0|['Корпоративную жизнь', 'Компенсация питания', 'Дмс (через полгода)', 'Оформление по тк рф.', 'Стабильная зарплата.', 'Собственная парковка', 'Дмс со стоматологией', 'Расширенный пакет дмс', 'Льготное кредитование', 'Офис: м. речной вокзал', 'График 5/2, 9.30-18.00', 'Корпоративное обучение', 'Система бонусирования.', 'Белая заработная плата', 'Полное соблюдение тк рф', 'Развозка в зимнее время', 'Бонусы по итогам работы', 'Полный социальный пакет', 'Круглогодичная загрузка', 'Корпоративная библиотека', 'Просторный и уютный офис', 'Трудоустройство по тк рф', 'Место работы г. владимир', '5-дневная рабочая неделя', 'Бесплатные обеды в офисе']
75|Аналитик-маркетолог|0|0|0|0|0|['\u200b\u200b\u200b\u200b\u200b\u200b\u200b · с 9:0018:00', 'Стабильность компании', 'Белая заработная плата', 'Дотация на питание, дмс', 'Корпоративный спортзал.', 'Бесплатные занятия йогой', 'Питание за счет компании', 'Комфортные условия труда', 'Своевременные выплаты зп', 'Возможность командировок', 'Ежемесячное премирование.', 'Оформление согласно тк рф', 'Обучение на рабочем месте', 'Молодой дружный коллектив', 'Соц. пакет согласно тк рф', 'Свое кафе для сотрудников', 'Гибкое начало рабочего дня', 'Полностью белое оформление', 'Работа в современном офисе', 'Пятидневная рабочая неделя', 'Оплачиваемый отпуск 45 дней', 'Испытательный срок 3 месяца', 'Интересные проекты и задачи', 'Официальное трудоустройство', 'Стабильная заработная плата']
76|Бизнес-аналитик 1С|0|0|0|0|0|['Своя столовая для сотрудников', 'Столовая с бюджетным питанием', 'Дмс после испытательного срока', 'Большой объем интересных задач', 'Дружный коллектив профессионалов', 'Оформление в соответствии с тк рф', 'Комфортабельный офис в москва-сити', 'Большое количество интересных задач', 'Возможности профессионального роста', 'Участие в конференциях по всему миру', 'Уютный офис на большом проспекте во.', 'Участие в корпоративах, тимбилдингах.', 'Отпуск 28 дней + дополнительных 3 дня', 'Офис в 7 мин. ходьбы от м. павелецкая', 'Работа с самыми новейшими технологиями', 'В пятницу рабочий день сокращен на 1 час', 'График работы: пятидневная рабочая неделя', 'Дмс (добровольное медицинское страхование)', 'Возможность развиваться в филиалах компании', 'Официальное трудоустройство согласно тк рф.', 'Возможность внутреннего и внешнего обучения', 'Пятидневка, с 9.00 до 17.30, своя столовая.', 'Оформление в соответствии с тк рф соц. пакет', 'График работы 5/2, 8.00-17.00 или 9.00-18.00', 'Коллектив профессионалов, любящих свое дело.']
77|Ведущий Инженер-конструктор|0|0|0|1|0|['Оплачиваемые обеды', 'Интересные проекты', 'Оформление по тк рф', '\u200b\u200b\u200b\u200b\u200b\u200b\u200bместо работы', 'Испытательный срок.', 'Современная техника', 'Социальные гарантии', 'Полный рабочий день', '5/2 8 17 обед 12-13', 'График работы: пн-пт', 'Временно на 2 месяца', 'Своевременные выплаты', 'Возможны командировки', 'Выходные дни: сб., вс.', 'Белая заработная плата', 'Возможен карьерный рост', 'Бесплатная вахта до бси', 'Место работы г. одинцово', 'Режим работы 08.00-17.00', 'Транспорт до предприятия', 'Испытательный срок 3 мес', 'Собственное производство', 'Достойный уровень дохода', 'Оформление согласно тк рф', 'Своевременные выплаты з/п']
78|Ведущий аналитик|0|0|0|1|0|['Полное соблюдение тк', 'Оформление по тк рф.', 'Офис в центре города', 'Офис: м. маяковская.', 'Соблюдение норм тк рф', 'Дмс, страхование жизни', 'Трудоустройство в штат', 'Социальный пакет + дмс', 'Лояльный график работы', 'Белая заработная плата', 'Офис: м. академическая.', 'Дмс после 1 года работы', 'Возможен карьерный рост', 'В пятницу с 8:30-16:00.', 'Много интересных задач.', '· оплата мобильной связи', 'Место работы – г. москва', 'Гибкий график работы 5/2', 'Льготное питание в офисе', 'Трудоустройство по тк рф', '«белая» заработная плата', 'Место работы м.технопарк', 'Обучение за счет компании', 'Оформление согласно тк рф', 'Годовая премия 1.4 оклада']
79|Ведущий бизнес-аналитик|0|0|0|1|0|['Корпоративная библиотека', 'Возможности для развития', 'Оклад, полугодовая премия', 'Обучение за счет компании', 'Оформление согласно тк рф', 'График работы: 8.30 17.00', 'Профессиональное развитие', 'Достойная заработная плата', 'Профессиональный коллектив', 'Компенсация мобильной связи', 'Бессрочный трудовой договор', 'Каждую пятницу врач в офисе', 'Офис в районе м. пушкинская', 'Крупная стабильная компания', 'Возможность роста и развития', 'Премии по результатам работы', 'Корпоративная сотовая связь.', 'Работа в стабильной компании', '100% оплата больничного листа', 'Баланс личной жизни и работы.', 'Корпоративная мобильная связь', 'Конкурентная заработная плата', 'Компенсация расходов на спорт', 'Полная занятость, полный день', '∙ 5-ти дневную рабочую неделю.']
80|Ведущий инженер АСУ ТП|0|0|0|1|0|['Официальная заработная плата', 'Премии по результатам работы', 'Частичная компенсация фитнеса', 'Частичная компенсация питания', 'Чай, кофе за счет работодателя', 'Обсуждаются при собеседовании.', 'Дмс после испытательного срока', 'График работы: 5/2, 8.00 17.00', 'Официальное трудоустройство дмс', 'Страхование от несчастных случаев', 'Добровольное медицинское страхование', 'Официальное трудоустройство по тк рф', 'Режим работы: пн.-пт. с 9.00 до 18.00', 'Масса нестандартных и интересных задач', 'Трудоустройство в соответствии с тк рф', 'График работы: 5-ти дн. рабочая неделя', 'Перспективы карьерного роста и развития', 'Выплаты заработной платы 2 раза в месяц', 'Хорошее рабочее место в современном офисе', 'Официальное трудоустройство с первого дня', 'Официальное трудоустройство, согласно тк рф', 'Интересная работа в команде профессионалов.', 'Пятидневная рабочая неделя с 09.00 до 18.00', 'Пятидневная рабочая неделя с 08.00 до 17.00', 'Годовое вознаграждение по результатам работы']
