|vacancy|is_trainee|is_junior|is_middle|is_senior|is_lead|conditions
100|Инженер по телекоммуникациям|0|0|0|0|0|['Умение и желание работать в команде', 'Работа в молодой‚ динамичной команде', 'Детские лагеря, льготные базы отдыха.', 'Дмс (через год после трудоустройства)', 'Официальное трудоустройство, соц.пакет', 'Ведение системы helpdesk (trouble ticket)', 'Корпоративные скидки на страховые продукты', 'Тестирование и изучение нового оборудования', 'Полный соцпакет график работы с 8:30 до 17:30', 'Развитая система наставничества на рабочем месте', 'Понимание принципов работы сетевого оборудования', 'Работа в крупной нововыходящей на рынок компании', 'Надбавки за выслугу лет в отрасли до 30% к окладу', 'Офис м. савеловская, бизнес-центр «северное сияние»', 'Оформление в соответствии с тк рф, полная занятость', 'Работа в крупной, стабильной компании лидере рынка!', 'Возможность профессионального и карьерного развития', 'Возможность развиваться и обучаться внутри компании.', 'Дополнительное медицинское страхование (расширенное)', 'Знание принципов построения сети и сетевых протоколов', 'Основное место работы г. верхняя пышма + командировки', 'Режим работы: с 09.00 до 18.00. трудоустройство по тк рф', 'Коммуникабельность‚ уравновешенность и доброжелательность', 'Полный пакет заработная плата по результатам собеседования', 'Достойный уровень оплаты труда, по результатам собеседования']
101|Инженер технического отдела|0|0|0|0|0|['Срочный трудовой контракт', 'Оформление согласно тк рф.', 'На территории работодателя.', 'Трудоустройство согласно тк', 'Официальное трудоустройство', 'Стабильная заработная плата', 'Испытательный срок 3 месяца', 'Официальная з/п (100% белая)', 'Кратковременные командировки', 'Работа в стабильной компании', 'График работы с 9.00 до 18.00', 'Испытательный срок: 3 месяца.', 'Испытательный срок – 3 месяца', 'Корпоративная мобильная связь', 'Корпоративная мобильная связь.', 'Оформление по тк рф работа 5/2', 'Трудоустройство согласно тк рф', 'Официальное оформление по тк рф', 'Работа возле метро ломоносовская', 'Обучение, возможен карьерный рост', '5. дмс после испытательного срока', 'График работы 5/2 с 9:00 до 17:30', 'График работы 5/2 с 8:00 до 17:00', 'Работа в крупном охранном холдинге', 'График работы: 5/2 с 9:00 до 18-00']
102|Инженер технической поддержки|0|0|0|0|0|['Обучение.', 'Сим карта', 'Полис дмс', '9.00-21.00', 'График 5\\2', 'Белая з.п.', 'График 5/2', 'Соц пакет.', 'Оплата гсм', 'Белая з/п.', 'Соц. пакет', 'Соц.пакет.', 'Новый офис', 'График 2/2', 'Обучаемость', 'Оклад + kpi', 'Пятидневка.', 'Соц. пакет.', 'Server 2016', 'График: 5/2', 'График: 2/2', '09:00-21:00', 'Вахта 21/21', '«белая» з/п', 'Оплата гсм.']
103|Инженер технической поддержки|0|0|0|0|1|['-офис м. белорусская.', 'Официальное оформление', '— график работы с 9-18', 'Место работыг. грозный', 'Корпоративное обучение', 'Белая заработная плата', 'Официальное оформление.', 'График работы 9.00 17.30', '-график 5/2 (с 10 до 19)', 'Оформление согласно тк рф', 'Молодой дружный коллектив', 'Дмс, включая стоматологию', 'Гибкое начало рабочего дня', '-график работы обсуждается', 'Молодой активный коллектив', 'Молодой, дружный коллектив', 'Молодой дружный коллектив.', 'Молодой, дружный коллектив.', 'Место работы: 8 марта, 212.', '* оформление согласно тк рф', 'Испытательный срок 3 месяца', 'Испытательный срок 2 месяца', 'Официальное трудоустройство', 'Стабильная заработная плата', '-молодой, дружный коллектив']
104|Инженер технической поддержки|0|0|0|1|0|['Дмс после испытательного срока', '2 столовые в шаговой доступности', 'Профессиональный и карьерный рост', 'Дружный коллектив профессионалов.', 'График работы 5/2 с 9-00 до 18-00', 'График работы: 5/2 с 9:00 до 18:00', 'Комфортный офис и дружный коллектив', 'Добровольное медицинское страхование', 'Скидки на кредиты от банков-партнеров', 'Официальное трудоустройство, белая зп', 'Работа в крупной федеральной компании', 'Возможность обучения за счет компании', 'Нет требований соблюдения дресс-кода.', 'Официальная заработная плата + премии', 'Официальное оформление в штат компании', 'Парковочное место на территории компании', 'Комфортабельный офис рядом с м. киевская', 'Офис м. павелецкая, в шаговой доступности', 'Соц. пакет согласно трудовому кодексу рф.', 'Оформление по тк рф в первый рабочий день', 'Пятидневная рабочая неделя с 9.00 до 18.00', 'Полностью белая заработная плата, соцпакет', 'Оформление на работу в соответствии с тк рф', 'Возможность внутреннего и внешнего обучения', 'Оформление по тк рф, расширенный соц. пакет']
105|Инженер технической поддержки|0|0|1|0|0|['Стабильная заработная плата (оклад + ежемесячная премия)', 'Официальная (белая) конкурентоспособная заработная плата', 'Наличие у компании статусов и наград от ведущих вендоров', 'График работы 5/2, с 09:00 до 18:00 (или с 10:00 до 19:00)', 'Систему обучения и тренингов от ведущих специалистов рынка', 'Возможность принять участие в масштабном, интересном проекте.', 'Достойный уровень оплаты труда, дмс (после испытательного срока)', 'Оформление в соответствии с тк рф, компенсация расходов на проезд', 'Официальное трудоустройство и оформление полностью согласно тк рф', 'Заработная плата: ежемесячный оклад + премия по результатам работы', 'Отличную возможность работы с самыми опытными, ценными специалистами', 'Стабильная работа в одной из самых крупных сервисных компаний страны', 'Работа в устойчивой ко всем изменениям компании, лидере своей отрасли', 'Работа в отличном коллективе, где важно мнение каждого члена команды.', 'Полное соблюдение тк рф (оформление, оплата больничных, отпусков и пр.)', 'Офис в центре, в шаговой доступности от м. серпуховская, м. добрынинская', 'Своевременные выплаты вознаграждения (оклад, премии, расширенный социальный пакет)', 'Дмс после прохождения испытательного срока (с возможностью льготного страхования родных).', 'Работа в дружном и молодом коллективе единомышленников в динамично развивающейся компании.', 'Уровень оплаты труда обсуждается с кандидатами при собеседовании и зависит от опыта и квалификации.', 'Наличие высокопрофессионального штата инженеров, продактов, бдм и другой поддержки в сфере ит-сервиса', 'Возможно трудоустройство по совместительству. разъездной характер работ по г. москве (объекты заказчика)', '5-дневная рабочая неделя, с 9:00 – 18:00, возможен ненормированный рабочий день (дополнительно 3 дня к отпуску)', 'Компания предоставляет возможности для карьерного и профессионального развития, внутреннего и внешнего обучения.', 'Заработная плата 25 000 руб на руки оформление по тк рф пятидневная рабочая неделя с 09 до 18 комфортабельный офис орел, ул. красина дружный, молодой коллектив интересный проект']
106|Инженер технической поддержки|1|0|0|0|0|['Бесплатное обучение и повышение квалификации', 'Возможность дальнейшего трудоустройства в штат', 'Возможность профессионального развития и роста', 'Стабильная конкурентоспособная заработная плата', 'Испытательный срок 3 месяца, оформление по тк рф', 'Перспективы профессионального и карьерного роста', 'Корпоративные плюшки в виде печенек с чаем и пр.', 'Уровень заработной платы обсуждается индивидуально.', 'Заработная плата на период стажировки 20 000 рублей', 'На период стажировки заключение ученического договора', 'Трудовой/ученический договор, трудоустройство по тк рф', 'Комфортные условия труда, индивидуальное рабочее место', 'Заработная плата по квалификации и результатам обучения', 'Современный офис, комфортные условия труда, зона отдыха', 'Приличный, комфортный офис в центре города (дом ученых).', 'Адекватное, понимающее и помогающее руководство компании', 'График работы 5/2, с 10 до 19 с часовым перерывом на обед', 'Обучение и стажировка на рабочем месте (при необходимости)', 'График работы зависит от загруженности и количества заявок', 'Бесплатное обучение, во время обучения выплачивается зарплата', 'Стажировка 5 рабочих дней. бонусы: квартальная и годовая премия', 'Оформление по тк. соцпакет. дмс. возможность обучения. карьерный рост', 'Срок стажировки 1-3 месяца трудоустройство в штат по итогам стажировки', 'Принятие в штат компании по результатам kpi официальное трудоустройство', 'Период действия стажировки 1 месяц с возможным последующим трудоустройством']
111|Инженер-программист|1|0|0|0|0|['Белая заработная плата', 'Стажировка оплачивается', 'Корпоративное обучение.', 'Стажировка оплачиваемая', 'Прикрепляем наставника.', 'Гибкий график стажировки', 'Молодая, сильная команда', 'Молодая и дружная команда', 'Оформление согласно тк рф', 'Режим работы: 09.30-18.00', 'Дружный молодой коллектив', 'Комфортные условия работы', 'Профессиональное обучение', 'Обучение за счёт компании', 'Понятная траектория роста', 'Корпоративные мероприятия', 'Доброжелательный коллектив', 'Отпуск 28 календарных дней', 'Обучение в процессе работы', 'Премии за активную работу.', 'Пятидневная рабочая неделя', 'Испытательный срок 1 месяц', 'Бесплатные достойные обеды', 'Молодой и дружный коллектив', 'Испытательный срок 3 месяца']
110|Инженер-программист|0|1|0|0|0|['Испытательный срок до 1-3 месяца', 'Пятидневка по 8 ч полный соцпакет', 'Условия двухсменный график работы', 'Возможен разъездной график работы.', 'Питание официальное трудоустройство', 'Официальное трудоустройство по тк рф', 'Пятидневная 40 часовая рабочая неделя', '5/2 с 8:00 до 16:30 дружный коллектив', 'Диплом об окончании учебного заведения', 'Своевременная выплата заработной платы', 'Оформление на работу согласно по тк рк', '7.30 до 16.00 5/2 тд, полный соц.пакет', 'Оформление по тк рф, полный соц. пакет', 'Официальное трудоустройство, соц.пакет', 'Новогодние каникулы гуляем целую неделю!', 'Работа на пол дня, возможно совместительство', 'График работы для «жаворонков» с 9.00 до 18.00', 'Индивидуальное обучение в первую неделю работы', 'Оформление тк рб. соцпакет. график работы полный', 'Стабильная зарплата, государственное обеспечение.', 'Оформление тк рб. соцпакет. график работы: полный', 'Пятидневная рабочая неделя, 8 часовой рабочий день', 'Полная занятость понедельник пятница, с 9:00 до 18:00', 'Оформление согласно тк график работы пн-пт с 9.00 до 18.00', 'Полное трудоустройство, обучение, введение в специфику работы']
108|Инженер-программист|0|0|0|0|1|['Комфортное рабочее место', 'Дмс и компенсация питания', 'Сложные интересные задачи', 'Интенсивный режим работы.', 'Место работы м. павелецкая', 'Зарплата:. от 150 000 т.р.', 'Годовая премия 13 зарплата', 'Оформление согласно тк рф.', 'Работа в комфортном офисе .', 'Официальное трудоустройство', 'Стабильная заработная плата', 'Частичная компенсация обедов', 'Сложные и интересные проекты', 'Оказываем помощь в релокации.', 'Разработчики баз данных и гис', 'Испытательный срок – 3 месяца', 'Оформление в соответствии с тк', 'Достойный уровень оплаты труда', 'Конкурентоспособный соц. пакет', 'Интересные и амбициозные задачи', 'Заработная плата от 150 000 руб', 'Профессиональный рост, обучение', 'График работы: 5/2 (9:00-18:00)', 'Место работы м. новослободская.', 'Оплачиваемые праздники и отпуск']
109|Инженер-программист|0|0|0|1|0|['Карьерный рост.', 'Годовая премия.', 'Белая зарплата.', 'Мобильная связь', 'Полная занятость', 'Проектная работа', 'Удалённая работа', 'Социальный пакет', 'С 10:00 до 19:00', '∙ годовые премии', 'Оформление по тк', 'Оформление по тк.', 'Питание, соцпакет', 'График работы 5/2', 'Дмс для работника', 'Дружный коллектив', 'Полный соц. пакет', 'Бесплатные обеды.', 'Офис в москва-сити', 'Дружный коллектив.', 'Полный соц. пакет.', 'Испытательный срок', 'График работы 5/2.', 'Бесплатное питание', 'Район работы: виз.']
107|Инженер-программист|0|0|0|0|0|['Обучение.', 'Соцпакет.', 'Полис дмс', 'Пятидневка', 'Full stack', '0,5 ставки', 'График 5/2', 'Неделя 5/2', 'Оформление', '(60-70 тр)', 'Соц. пакет', 'Допустимые', 'Соц.пакет.', 'Нормальные', 'Соц. пакет.', 'График: 5/2', 'По договору', 'Стандартные', 'Полный день', 'Детский сад', 'График 5/2.', '15 до 13:00', '25 000 руб.', 'Командировки', 'Стабильность']
112|Инженер-программист АСУ ТП|0|0|0|0|0|['На выбор: 8-00...17-00', 'Сдельная оплата труда.', 'Корпоративное обучение', 'Белая заработная плата', 'Полный социальный пакет', 'Комфортные условия труда', 'Комфортный график работы', 'Больничный: оплачиваемый', 'Компенсация сотовой связи', 'Место работы: г. гатчина.', 'Обучение за счет компании', 'Оформление согласно тк рф', 'Обязательные командировки', 'Дружный молодой коллектив', 'График работы с 9.0018.00', 'Молодой дружный коллектив', 'График работы месяц/месяц', 'Испытательный срок 3 мес.', 'График работы: 9.00-18.00', 'Оформление в первый день.', 'Готовность к командировкам', 'Обучение за счет компании.', 'На территории работодателя', 'Краткосрочные командировки', 'Пятидневная рабочая неделя']
113|Инженер-программист АСУТП|0|0|0|0|0|['Корпоративная мобильная связь', 'Место работы: виз, ул. крауля .', 'R, honeywell, emerson, yokogawa', 'Занятость с 9:00 до 18:00 (5/7)', 'Доставка транспортом предприятия', 'Страхование от несчастных случаев', 'Работа на территории работодателя', 'Опыт написания скриптов на python', 'Участие в пусконаладочных работах.', 'Командировки по россии и за границу', 'Официальное трудоустройство по тк рф', 'Опыт работы в нефтегазовой сфере, нпз', 'Оплата: по результатам собеседования.', 'Зарплата по результатам собеседования', 'Своевременная выплата заработной платы', 'Полная занятость возможны командировки', 'График работы 5/2, пн-пт с 9:00 до 18:00', 'Разработка прикладных программ рсу и спаз', 'Официальное трудоустройство с первого дня', 'Оформление в соответствии с нормами тк рф', 'Работа в крупном развивающемся предприятии', 'Опыт работы не менее года по специальности', 'Официальное трудоустройство согласно тк рф', 'Добровольное медицинское страхование (дмс)', 'Чтение технологических и электрических схем']
114|Инженер-программист микроконтроллеров|0|0|0|0|0|['Комфортные условия работы.', 'Работа в сормовском районе', 'Работа в ленинском районе.', 'Участие в крупных проектах', 'Пятидневная рабочая неделя', 'Молодой и дружный коллектив', 'Официальное трудоустройство', 'Комфортный современный офис', 'Испытательный срок: 2 месяца', 'Возможность карьерного роста', '▪ пятидневная рабочая неделя', 'Премии по результатам работы', 'Возможна частичная занятость', 'Работа в стабильной компании', 'Перспективы карьерного роста', '* бонусы по закрытии проектов', '* молодой и дружный коллектив', 'Корпоративная мобильная связь', 'Конкурентная заработная плата', 'Учебные курсы за счет компании', 'Оформление тк рф с первого дня', 'Чай/кофе, оборудованная кухня.', 'График работы 5/2 (9.00-18.00)', 'График работы с 07:30 до 16:00', 'График работы 5/2 с 8:00-17:00.']
115|Инженер-программист станков с ЧПУ|0|0|0|0|0|['Курсы повышения квалификации', 'Оплата больничных и отпусков', 'Перспективы карьерного роста', 'Работа в районе метро беговая', 'Работа в стабильной компании.', 'График работы с 8.00 до 17.00', 'График работы 2/2 с 8.00-20.00', 'Трудоустройство согласно тк рф', 'Заработная плата оклад + премия', 'Социальный пакет согласно тк рф', 'Работа в команде профессионалов', 'Среднее-техническое образование.', 'График работы 5/2 с 7-30 до 16 ч', 'График работы 5/2 с 7-30 до 16 ч.', 'Оформление в соответствии с тк рф', 'График работы 5/2 с 8:00 до 17:00', 'График работы 5/2, с 8.00 до 17.00', 'Иногородним предоставляется жилье.', 'Бесплатное медицинское обслуживание', 'Стабильная выплата заработной платы', 'Своевременная и достойная оплата труда', 'Адрес москва, расковой, м. савеловская', 'Заработная плата 50 000 на руки (оклад)', 'График работы: с 8.00 до 17.00, пятидневка', 'Официальное трудоустройство согласно тк рф']
116|Инженер-проектировщик АСУ ТП|0|0|0|0|0|['—расширенный полис дмс', 'Профессиональный рост.', 'Командировки на объекты', 'Командировки на объекты.', 'Льготное питание в офисе', 'Трудоустройство по тк рф', 'Медицинское обслуживание', 'Разработка новой техники', 'Компенсация сотовой связи', 'Обучение за счет компании', 'Оформление согласно тк рф', 'Дружный молодой коллектив', 'Конкурентная оплата труда', 'График работы: 9.00-18.00', 'Нормированный рабочий день', 'Краткосрочные командировки', 'График работы с 09.00-18.00', 'Испытательный срок 3 месяца', 'Санаторно-курортное лечение', 'Официальное трудоустройство', 'Комфортный современный офис', 'Пятидневная рабочая неделя.', 'Испытательный срок 3 месяц.', 'Оплачиваемый отпуск 28 дней', 'Корпоративная сотовая связь']
117|Инженер-проектировщик сетей связи|0|0|0|0|0|['Профсоюз (бассейн, экскурсии, путевки) и пр.', 'Работа в офисе. возможен гибкий график работы.', 'Работа в крупнейшем цифровом провайдере россии', 'Заработная плата, выплачивается 2 раза в месяц', 'Оклад + премия по результатам выполненных работ', 'Корпоративные праздники, спортивные мероприятия', 'График работы: пн-пт, с 8:00 до 17:00 зп: 30000 рублей', 'Зп 2-а раза в месяц компенсация гсм оплата сотовой связи', 'Корпоративное обучение, возможности профессионального роста', 'Конкурентная заработная плата (обсуждается при собеседовании).', 'Пятидневная рабочая неделя, с 9:00 до 18:00ч, в пятницу до 16:45', 'Индивидуальный гибкий график для кандидатов, продолжающих обучение', 'График работы: 5/2,пн-пт с 9:00 до 18:00 испытательный срок 3 мес.', 'Трудоустройство согласно тк рф, своевременность выплат заработной платы', 'Льготные тарифы на отдых в санаториях компании, летние путевки для детей.', 'Офис в центре воронежа, в шаговой доступности от центрального автовокзала', 'Для кандидатов, успешно прошедших стажировку – дальнейшее трудоустройство.', 'Оклад + премии. испытательный срок 3 месяца (без изменения заработной платы).', 'Режим работы: 5-ти дневная рабочая неделя: пн-чт с 9:00 – 18:00, пт. с 9:00– 17:00', 'Готовы рассмотреть кандидатов без опыта, но с профильным образованием (всему научим)', 'Просторный и светлый офис в центре города. рядом с офисом есть зона бесплатной парковки', 'Стартовый оклад уточняется по результатам собеседования в зависимости от опыта кандидата', 'Оформление по тк рф заработная плата по результатам собеседования полный социальный пакет', 'Обучение revit за счет компании. будет являться преимуществом: знание revit и опыт работы в нем.', 'Работа на дому оплата труда 2 раза в месяц не полная занятость, возможно рассматривать как подработку']
118|Интернет-маркетолог|0|0|0|0|0|['30 до 18', 'Развитие', 'Столовая', 'Белая з/п', 'Обучение.', 'Freelance', 'Corel draw', 'Пятидневка', 'Зп+премии.', '— удалёнка', 'График 5/2', 'Оформление', 'Г.: пушкин', 'Оклада &gt', 'Аутсорсинг', 'Работа 5/2', 'Оклад +kpi', 'Соц. пакет', '9:00-18:00', 'Обед 1 час', 'Крутой офис', 'Оклад + kpi', 'Интересные!', 'Час на обед', 'График: 5/2']
119|Интернет-маркетолог|0|0|0|0|1|['Работа в коллективе профессионалов', 'График работы 5/2 с 10:00 до 19:00', 'График работы 5/2 с 9(10) до 18(19)', 'Полностью белая зарплата, без задержек', 'Перспективы профессионального развития.', 'Работу в высокопрофессиональной команде', 'Официальное трудоустройство с первого дня', 'Пятидневная рабочая неделя (гибкий график)', 'Свежие фрукты за счет компании, каждый день', 'Работа в офисе м. вднх или м. алексеевская.', 'Офис м. нахимовский проспект (7 мин. пешком)', 'Просторные кабинеты, без намека на open space', 'Место работы офис г. москва либо г. чебоксары', 'Комфортный и современный офис в центре москвы', 'Официальное трудоустройство, полный соц.пакет', 'Необходимые для работы ресурсы (люди, бюджеты)', 'Стабильные выплаты 2 раза в месяц без задержек', 'Возможность карьерного и профессионального роста', 'Возможность обучения и развития за счет компании', '10.00-19.00 место работы: г. москва, ул. довженко', 'Официальное оформление по тк рф, «белая» зарплата', 'Уровень зарплаты обсуждается с успешным кандидатом', 'Офис в 10 минутах ходьбы от станции улица 1905 года', 'Комфортный офис в центре города, кухня для сотрудников', 'Современный офис рядом с метро южная (10 минут пешком)']
120|Интернет-маркетолог|0|1|0|0|0|['Кофе и чай за счет компании', 'Испытательный срок 3 месяца', 'Испытательный срок 2 месяца', 'Молодой и дружный коллектив!', 'Светлый офис в центре города', 'График работы 5/2, с 9 до 18 ч', 'Мощные пк с большими мониторами', 'Официальное оформление по тк рф', 'Корпоративные скидки на лечение', 'Очень много интересных проектов', '— прямой контакт с руководством', 'Оформление по тк, белая зарплата', 'График работы 5/2 с 9:00 до 18:00', 'Участие в профильных конференциях', 'Быстрое развитие и карьерный рост.', 'Первые 2 месяца испытательный срок', 'Стабильные выплаты заработной платы', 'График работы с 10.00 до 19.00, 5/2', 'Место работы: челябинск, ул. кирова', 'Официальное трудоустройство по тк рф', 'Комфортный офис в бц «портал» лошица', 'Премирование за достижение результата', 'График пн-пт с 9 до 18 или с 10 до 19', '— офис в 10 минутах пешком от м. сокол', 'Амбициозные задачи и молодой коллектив']
121|Категорийный менеджер|0|0|0|0|0|['Карьерный рост.', 'Полный соцпакет', 'Офис м нагорная', 'Ценообразование', 'В центре города', '· карьерный рост', 'Льготное питание', 'Соблюдение тк рф', 'Оформление по тк', 'Полная занятость', 'Современный офис', 'Социальный пакет', 'Полный соц пакет', '4.работа в офисе', 'Бесплатные обеды', 'Полный соц пакет.', 'Дмс+стоматология.', 'Офис москва-сити.', 'Интересные задачи', 'Дружный коллектив', 'Оформление по тк.', 'График работы 5/2', 'Высшее образование', 'Район работы центр', 'Командировки редко']
122|Консультант SAP|0|0|0|0|0|['Дмс после испытательного срока.', '5-дневная рабочая неделя (пн-пт)', 'Мотивирующая система оплаты труда', 'Оформление в соответствии с тк рф', 'Штат крупной иностранной компании', 'Достойный уровень заработной платы', 'Работа в крупной стабильной компании', 'Профессиональное обучение и развитие', 'Белая , конкурентная заработная плата', 'Зп обсуждается с успешным кандидатом.', 'Возможность обучения за счет компании', 'Возможность изучения английского языка', 'Высокий уровень корпоративной культуры', 'Высокий уровень белой заработной платы', 'Страхование (от несчастных случаев, дмс)', 'Участие в интересных и масштабных проектах', 'Официальное трудоустройство согласно тк рф', 'Официальное оформление в соответствии с тк рф', 'Участие в интересных и инновационных проектах', 'Белая заработная плата (оклад + годовая премия)', 'Оздоровительные программы для детей сотрудников', 'Многофункциональный спортивный зал (бесплатно).', 'Работа в крупной западной компании лидере отрасли', 'Социальный пакет (дополнительные дни отпуска, дмс)', 'Возможность обучаться на курсах английского языка.']
123|Консультант SAP FI|0|0|0|0|0|['Работа в масштабных интересных проектах', 'Участие в профессиональных конференциях.', 'Своевременная оплата труда, без задержек', 'Трудоустройство согласно законодательству', 'Внутреннее и внешнее обучение сотрудников', 'Дмс после прохождения испытательного срока', 'Спортивная жизнь и корпоративные мероприятия', 'Оформление в соответствии с тк рф с 1-го дня.', 'Официальное оформление в соответствии с тк рб', 'Доступ к корпоративной электронной библиотеке.', 'Участие в регулярных тренингах и сертификациях', 'Договор гпх (возможно заключение договора с ип).', 'Перспективы профессионального и карьерного роста', 'График работы 5/2, офис м.академическая/крымская', 'Офис в шаговой доступности от ст. м. автозаводская', 'Работа в офисе, ст. метро коломенская / кутузовская', 'Применение технологий ии в корпоративных процессах.', 'Возможность построить карьеру в ведущем банке россии', 'Современное рабочее пространство и уютные зоны отдыха', 'Корпоративная пенсионная программа, материальная помощь', 'Индивидуальные условия обсуждаются по результатам интервью.', 'Полугодовое премирование по результатам оценки деятельности', 'Работа в компании лидере в области фармацевтического бизнеса', 'Корпоративные хранилища данных на платформах sap hana, sap bi', 'Проект (ориентировочно до конца года) дмс (включая стоматологию)']
124|Консультант SAP MM|0|0|0|0|0|['Дисконт-программы от компаний партнеров', 'Белая заработная плата (оклад + премии)', 'Яркую и насыщенную корпоративную жизнь.', 'Своевременная оплата труда, без задержек', 'Дмс для сотрудника и его детей до 14-ти лет', 'Программа льготного кредитования в сбербанке', 'Мы предлагаем: трудоустройство согласно тк рф', 'Возможность работать в команде профессионалов', 'Официальное оформление в соответствии с тк рб', 'Возможность работать рядом с домом/местом учебы', 'Место работы: м. беговая, бизнес-центр nordstar.', 'Конкурентоспособная зарплата + социальный пакет.', 'Полис дмс со стоматологией (с первого дня работы)', 'Возможности для карьерного и профессионального роста.', 'Уникальная экспертиза, которая очень ценится на рынке', 'Гарантированный доход плюс премиальное вознаграждение', 'Профессиональный рост в дружной команде профессионалов', 'Обучающие программы, возможность получения сертификатов', 'Дмс, страхование от несчастных случаев и тяжелых заболеваний', 'Дмс (включая стоматологию, 100% оплата больничного до 10 дней)', 'На территории работодателя (возможно частично удаленная работа)', 'Дмс, страхование от несчастных случаев, корпоративные мероприятия', 'Уровень заработной платы готовы обсуждать с успешными кандидатами', 'Уникальная возможность поработать над интересным, крупным проектом', 'Карьерный рост, бесплатное обучение, повышение квалификации ежегодно']
125|Консультант SAP MM/SD|0|0|0|0|0|['Паритетное пенсионное страхование', 'Профессиональное обучение и развитие', 'Официальная заработная плата + премии', '\u200b\u200b\u200b\u200b\u200b\u200b\u200b офис в цао (2 минуты от метро)', 'Постоянное обучение, в т.ч. за рубежом', 'Корпоративные занятия английским языком', 'Офис на ст. м. бауманская/красносельская', 'Официальное оформление в крупную компанию', 'Предоставление дмс (включая стоматологию)', 'Трудоустройство согласно законодательству', 'Место работы: г. москва, ул. воронцовская.', 'Работа в крупнейшей компании-лидере отрасли', 'Дмс для сотрудника и его детей до 14-ти лет', 'Спортивная жизнь и корпоративные мероприятия', 'Участие в амбициозных стратегических проектах', 'Работа в молодой, дружной и амбициозной команде', 'Дмс со стоматологией после испытательного срока', 'Выгодные корпоративные тарифы на мобильную связь', 'Возможность профессионального и карьерного роста', 'Перспективы профессионального и карьерного роста', 'Заработная плата: оклад + премии по итогам работы', 'График работы 5/2, офис м. академическая/крымская', 'Конкурентная заработная плата+годовое премирование', 'Возможность работать над технически сложными задачи', 'График работы: понедельник пятница с 09:00 до 18:00']
